nom_lieu,note_moyenne
Noël SARL Café,3.9
Antoine Lévêque SA Café,3.8
Maillet Andre SA Café,4.1
Hardy Guillou S.A.S. Café,4.9
Didier Café,4.3
Guichard Café,4.1
Turpin Café,4.0
Couturier Café,3.9
Bouvier Foucher S.A.R.L. Café,3.5
Renard Lejeune SA Café,4.1
Gilles Café,3.4
Benoit Café,3.9
Hoareau Pascal S.A.R.L. Café,3.9
Merle Café,4.5
Benard Renaud S.A.R.L. Café,3.0
Martel Café,3.1
Salmon Café,3.0
Sauvage Colas S.A.S. Café,3.7
Joly Café,3.3
Blondel S.A. Café,3.2
Becker Café,3.9
Lacombe Café,3.2
Fleury Café,4.1
Rodrigues Didier S.A.S. Café,3.7
Dupuis Café,4.2
Maillot Lefèvre S.A.R.L. Café,3.7
Vasseur Rodrigues SARL Café,4.8
Hamon Café,4.6
Bernard SARL Café,3.7
Hamon S.A. Café,4.1
Leclerc SA Café,4.0
Lesage Café,4.9
Bigot Café,3.3
Neveu Grégoire SA Café,3.4
Leconte Vincent SARL Café,3.8
Perrier Café,4.9
Pruvost S.A.S. Café,4.3
Pascal Guilbert SA Café,4.6
Caron Café,3.1
Pelletier Café,3.4
Thibault Leclerc et Fils Café,4.0
Leclercq Café,4.8
Lévy Gomes S.A. Café,3.9
Hebert Rousseau S.A.R.L. Café,4.4
Gallet Café,3.0
Maury Café,5.0
Petitjean Colas SA Café,3.0
Pierre Loiseau S.A. Café,3.5
Bailly et Fils Café,3.2
Vallée Café,3.1
Lamy Café,3.1
Clerc Teixeira et Fils Café,4.4
Pasquier Café,3.9
Louis Girard S.A. Café,4.3
Fernandes Café,3.1
Hoarau S.A. Café,3.6
Dupont SARL Café,4.4
Guilbert S.A. Café,4.4
Aubert Jean SA Café,4.0
Alves Dias S.A.S. Café,3.4
Marty Delannoy S.A.R.L. Café,3.5
Jacquet S.A.S. Café,4.0
Brunet Café,4.8
François Café,4.3
Foucher Café,4.8
Pruvost S.A.R.L. Café,4.1
Bonneau Café,3.1
Marion Café,4.0
Chauveau S.A. Café,3.5
Morin Café,3.2
Leroy Café,3.2
Bouvier Café,4.7
Mercier Café,3.8
Reynaud Café,4.2
Nicolas SA Café,4.3
Cohen Lombard SARL Café,3.6
Moreau Café,3.0
Petit Café,4.5
Andre Café,3.8
Besnard Café,3.2
Pons Café,3.9
Camus Café,3.2
Berthelot SARL Café,3.3
Bourgeois Pineau SA Café,4.2
Grenier Café,4.5
Rémy Café,4.3
Simon Allard S.A.R.L. Café,3.7
Lacombe Café,3.7
Dumont Café,3.9
Lopes Joubert SARL Café,3.8
Payet SA Café,4.6
Faivre Gilbert SARL Café,4.7
Grégoire S.A.S. Café,4.5
Poulain Alves SARL Café,4.1
Collin Café,3.6
Jacob Café,4.3
Jourdan Café,4.8
Colin Café,3.9
Leleu S.A.R.L. Café,4.6
Jacquot S.A.S. Café,4.4
Dupré Laurent SARL Café,4.7
Merle S.A. Café,3.3
Ribeiro S.A.R.L. Café,3.1
Thomas Café,4.9
Dufour Café,4.4
Payet Café,4.9
Pelletier et Fils Café,3.1
Collet Café,4.9
Tessier Café,4.5
Garnier Café,4.1
Masse Café,5.0
Marchand Café,3.8
Merle Café,3.4
Picard Café,3.5
Gomes Café,4.2
Joubert Raynaud S.A.R.L. Café,3.9
Guillet Gilbert S.A. Café,4.5
Weber Bègue S.A.S. Café,3.2
Gérard Foucher SARL Café,4.7
Nguyen Café,3.3
Poirier Café,3.4
Ribeiro Rocher SARL Café,4.0
Mercier Bègue S.A.S. Café,4.3
Bonnin Café,4.9
Weiss SA Café,3.9
Mathieu Café,4.9
Hardy SA Café,3.1
Caron SARL Café,4.8
Paul Café,4.6
Ollivier Bazin S.A.S. Café,5.0
Cousin Café,3.4
Julien Café,4.7
Labbé Café,3.5
Durand Café,4.6
Jacquot S.A.R.L. Café,3.3
Bourdon Café,3.8
Mercier Café,4.2
Bouchet S.A. Café,3.6
Perret Café,4.6
Bigot S.A. Café,4.7
Besnard Gosselin S.A.S. Café,3.3
Pasquier SA Café,4.2
Carre Klein S.A. Café,3.7
Leblanc SARL Café,3.5
Hamon Café,4.4
Besson Café,4.0
Delaunay SA Café,3.9
Alves SA Café,4.6
Dumas S.A. Café,3.1
Dufour Café,4.3
Courtois SA Café,3.3
Payet Humbert S.A.S. Café,4.8
Girard Girard S.A. Café,4.6
Guillou Aubert SARL Café,4.6
Baudry S.A.S. Café,3.9
Hamon Café,4.2
Lucas S.A. Café,4.6
Boulanger Café,3.6
Martins Café,4.6
Lebon Café,3.3
De Oliveira S.A.R.L. Café,3.6
Didier Café,4.4
Clément Perrot S.A. Café,4.0
Loiseau S.A.S. Café,3.7
Bernard Buisson S.A.S. Café,3.5
Baron Arnaud SARL Café,3.1
Leclerc Café,4.3
Lacombe Café,4.6
Hoarau SA Café,4.6
Collin Café,4.4
Martel Café,4.3
Leclerc Perez S.A.R.L. Café,4.2
Barbier SARL Café,3.8
Moreau Café,4.5
Lecoq Lagarde et Fils Café,3.5
Maréchal Café,3.6
Paris Café,4.0
Brunet Café,3.2
Garnier et Fils Café,3.3
Godard Café,3.1
Lecomte Café,4.9
Boyer Café,4.3
Lamy Pruvost et Fils Café,4.9
Richard Café,3.8
Menard SA Café,4.0
Duhamel Café,3.7
Brun SA Café,4.2
Duval Café,4.2
Millet Leblanc S.A.S. Café,3.4
Lefebvre Briand SARL Café,3.1
Labbé Café,4.1
Lecomte Vaillant SARL Café,4.8
Noël Café,3.7
Blanchet Fabre S.A.R.L. Café,4.8
Pierre Café,3.4
Dufour Berger SA Café,5.0
Andre Café,4.1
Breton Café,4.3
Charpentier et Fils Café,3.5
Schneider Coste S.A.S. Café,3.7
Bernard Café,4.0
Bernier SA Café,3.7
Brun Jacquet S.A.S. Café,3.3
Martel Launay SA Café,3.1
Lemonnier S.A.R.L. Café,4.0
Étienne Pons SA Café,3.0
Lebrun Café,3.4
Georges Mathieu SA Café,4.0
Rocher Café,3.4
Mary S.A.S. Café,3.1
Cousin Café,4.9
Duhamel Café,4.1
Devaux S.A. Café,5.0
Gallet Café,3.5
Gay SA Café,4.3
Leduc S.A.S. Café,4.3
Lévêque S.A.S. Café,4.8
Lopez S.A. Café,3.1
Mercier SARL Café,3.5
Louis Café,3.8
Sanchez Café,4.2
Valentin Leblanc et Fils Café,5.0
Bodin Café,4.0
Bertin Café,4.5
Dupré Café,4.8
Lefèvre S.A.S. Café,4.1
Bodin SARL Café,4.3
Lambert Café,4.8
Bernier S.A. Café,3.7
Joubert Café,4.7
De Sousa S.A.R.L. Café,4.4
Coste Café,3.9
Richard Café,4.5
Le Gall Café,3.4
Pelletier Gérard SA Café,3.3
Dos Santos Guillet S.A. Café,4.9
Georges et Fils Café,3.0
Vallée Café,4.2
Fouquet et Fils Café,4.9
Michaud SARL Café,4.3
Charpentier Café,4.3
Pineau S.A.S. Café,3.9
Pruvost Café,3.1
Lebrun Café,3.4
Dupuy Jean et Fils Café,4.9
Lelièvre Café,3.8
Petitjean Café,4.1
Mary Café,3.5
Giraud Café,3.7
Lefèvre Delorme et Fils Café,4.6
Bertin Café,3.9
Durand S.A.R.L. Café,3.8
Rodrigues Café,4.5
Petit Café,4.3
Morel Lefebvre S.A. Café,4.4
Deschamps Café,4.8
Mahe S.A.R.L. Café,3.4
Mary Café,4.0
Morin Maurice S.A. Café,4.5
Cordier Chrétien S.A. Café,3.0
Durand Café,4.9
Bigot Denis et Fils Café,4.6
Morin Café,3.6
Pruvost et Fils Café,4.6
Rodriguez Ribeiro S.A.R.L. Café,4.8
Dumont Café,4.2
Didier Café,3.7
Ramos SARL Café,3.8
Guichard Café,4.5
Fernandez Descamps S.A.R.L. Café,3.1
Blanchet Mallet S.A.S. Café,4.7
Blin Gomez S.A. Café,3.6
Marin SARL Café,4.7
Valentin Café,4.2
Boutin et Fils Café,3.6
Delannoy Café,4.0
Benard Café,4.7
Huet Pelletier S.A.R.L. Café,3.8
Ledoux Café,4.9
Blanchet Café,4.8
Couturier S.A.R.L. Café,3.1
Rey Café,3.2
Jacob Café,4.0
Bourgeois et Fils Café,3.0
Colas S.A. Café,4.0
Antoine Café,4.3
Jacquot Café,4.3
Lopes S.A.R.L. Café,3.7
Mercier SARL Café,3.2
Lebreton Café,3.2
Tessier Café,4.8
Gaudin Café,3.9
Mendès et Fils Café,3.9
Maury S.A. Café,3.4
Mary Delaunay SARL Café,4.8
Baron Café,4.7
Dumont Café,3.6
Salmon S.A.R.L. Café,4.0
Hoareau Café,4.0
Bernier Café,4.7
Lebrun Seguin S.A.R.L. Café,4.8
Antoine Guillot S.A.S. Café,4.4
Michel Café,4.1
Aubert et Fils Café,3.6
Philippe Café,3.8
Delorme Café,3.1
Leroux SA Café,3.8
Marie Café,4.3
Aubry Café,4.3
Laporte Albert S.A. Café,4.8
Charrier SA Café,3.1
Garcia Café,3.9
Pons Café,3.3
Besnard Café,4.8
Gilbert Café,3.2
Lévêque Café,4.0
Delannoy S.A. Café,5.0
Lopez Café,3.2
Garcia Café,3.6
Chartier Léger S.A.R.L. Café,4.7
Allard Café,4.0
Millet Fernandez S.A.S. Café,4.5
Buisson Café,3.6
Chauvet Café,4.0
Marchand S.A.R.L. Café,3.7
Hoareau Café,4.5
Pons Philippe S.A.S. Café,4.6
Moulin Café,5.0
Baudry Café,3.0
Descamps Garcia et Fils Café,5.0
Picard SA Café,3.9
Tanguy Allain S.A. Café,3.3
Bertin Café,4.5
Martins SARL Café,3.8
Delaunay Café,4.8
Lelièvre Café,3.0
Maury Leclercq SARL Café,3.3
Riou Lecoq S.A. Café,4.7
Hardy Café,3.5
Camus Jean et Fils Café,4.6
Chauvet Café,3.7
Diaz Café,4.4
Menard S.A. Café,4.4
Da Silva Bourgeois SA Café,3.2
Salmon Café,3.6
Costa Café,4.7
Gros Courtois S.A.S. Café,3.2
Pires SA Café,5.0
Benard Café,4.2
Nguyen Café,3.8
Étienne et Fils Café,4.3
Didier Café,3.3
Godard Traore SARL Café,4.4
Munoz Café,3.6
Barthelemy Café,3.4
Nicolas Café,3.5
Charrier Lejeune et Fils Café,4.2
Potier Café,3.0
Guyot Lambert et Fils Café,3.7
Benoit Café,4.1
Alexandre Café,3.3
Julien S.A.S. Café,4.7
Dupuy Café,3.9
Gosselin Café,4.8
Michel Hamon S.A.R.L. Café,3.2
Martineau Café,4.5
Meunier S.A.S. Café,4.5
Buisson Café,4.2
Cousin S.A.R.L. Café,3.1
Le Goff S.A.S. Café,4.9
Martinez et Fils Café,4.5
Hubert Verdier et Fils Café,3.5
Rossi Café,4.5
Delattre Café,4.4
Joubert Café,3.0
Millet S.A.R.L. Café,5.0
Seguin Dufour S.A. Café,3.7
Chauvet S.A.R.L. Café,4.9
Costa SA Café,3.9
Lombard S.A.S. Café,3.8
Masse Café,3.5
Pons Martel SARL Café,4.1
Chauvet Café,3.6
Pruvost Café,3.8
Moulin Marchal S.A.S. Café,3.4
Michaud Valentin SA Café,4.0
Benard Barbe S.A.S. Café,3.8
Pierre Café,4.3
Millet Café,3.4
Lesage Café,4.1
Ramos De Sousa et Fils Café,3.5
Jean Café,4.1
Marion Café,3.5
Grenier Pereira S.A. Café,3.1
Goncalves Café,3.7
Cordier Gaillard S.A.R.L. Café,3.5
Potier Guillet S.A.S. Café,3.7
Verdier Café,4.2
Michel Café,4.4
Bailly Étienne SARL Café,4.9
Martel Fernandes SARL Café,4.2
Robert S.A.R.L. Café,4.6
Huet Maillet et Fils Café,5.0
Boucher Café,4.2
Da Costa Café,3.7
David Café,4.7
Berthelot Café,3.7
Pichon Café,3.5
Bruneau Café,4.8
Salmon Café,3.1
Rousseau Café,3.7
Clerc Café,4.9
Da Silva SA Café,5.0
Guérin Dumas S.A.R.L. Café,3.7
Maury Café,4.8
Pascal Café,4.4
Pinto Café,3.0
Gomez SARL Café,3.7
Carre Café,4.8
Morel Café,3.5
Muller Café,3.6
Gérard Café,4.3
Delorme Café,3.0
Grondin SA Café,4.1
Garnier S.A.S. Café,3.7
Verdier Café,4.0
Faure SA Café,3.9
Bouvier SA Café,4.0
Ferrand S.A.S. Café,4.5
Gauthier Texier SARL Café,4.4
Lenoir et Fils Café,3.1
Lejeune Café,3.4
Colin Café,4.0
Thomas et Fils Café,3.3
Rémy Café,3.9
Chevallier Café,4.2
Martel Charles SARL Café,4.2
Clerc S.A.R.L. Café,3.1
Roche S.A.R.L. Café,4.3
Wagner Café,4.0
Martel Café,3.9
Denis Lacroix S.A.S. Café,4.0
Valette Toussaint S.A.S. Café,3.5
Perret Café,3.3
Barbe Guillou S.A.S. Café,4.9
Navarro Café,4.4
Denis Café,4.1
Martinez SARL Café,3.7
Bernier Café,3.0
Mary Nicolas SARL Café,4.0
Da Silva Café,5.0
Roger Café,3.0
Bernier Lemoine et Fils Café,4.7
Grenier Baudry S.A.R.L. Café,4.1
Ferreira SARL Café,4.3
Merle Pasquier et Fils Café,4.8
Bonneau Café,4.7
Clerc Café,4.4
Maillet Pierre S.A. Café,3.3
Guibert Café,4.8
Diallo Lelièvre SARL Café,4.0
Clément Maurice S.A. Café,4.1
Lebreton SA Café,4.7
Clerc S.A.R.L. Café,4.7
Germain Café,4.0
Masse Café,3.4
Renard Café,4.9
Bouvier Café,3.8
Lemoine Café,4.5
Martel SARL Café,3.7
Lopez Lebrun SA Café,3.7
Caron Café,3.3
Étienne Blanchard S.A.R.L. Café,3.4
Laurent Café,4.0
Roger Café,3.1
Lecomte SA Café,3.3
Lefebvre Café,4.3
Lesage Café,4.8
Perrier Café,4.4
Verdier SARL Café,4.1
Ruiz S.A.S. Café,4.0
Morel Café,4.8
Petit Fournier S.A.S. Café,3.0
Barbier Café,4.0
Dupuis Lenoir S.A. Café,3.7
Fleury Café,3.5
Breton SA Café,4.9
Rémy S.A. Café,4.3
Grondin Café,4.2
Pottier Café,4.3
Faivre S.A.R.L. Café,3.7
Paris Café,3.6
Mallet Café,4.7
Mahe S.A.R.L. Café,4.2
Bouchet Café,3.1
Texier S.A. Café,4.4
Didier Julien S.A.R.L. Café,3.4
Pereira Lebrun S.A.R.L. Café,4.2
Grondin Café,3.1
Guérin S.A.R.L. Café,4.7
Simon et Fils Café,4.3
Gaillard Café,4.2
Nguyen Texier et Fils Café,4.8
Ramos Café,3.7
Chartier Café,3.1
Pichon Guyon S.A. Café,4.0
Maillet Baudry S.A.R.L. Café,3.4
Allard SA Café,4.4
Toussaint Café,3.4
Dupont Barthelemy S.A.R.L. Café,4.1
Leconte Café,3.3
Rodrigues Bouchet S.A.R.L. Café,4.3
Carpentier Café,4.3
Robin Couturier SA Café,4.8
Turpin Café,4.4
De Sousa et Fils Café,3.9
Peron SA Café,3.9
Launay S.A. Café,3.6
Dos Santos Café,4.6
Moreno Olivier et Fils Café,3.2
Joly Café,4.5
Laporte Café,4.4
Delannoy Aubert et Fils Café,4.3
Bourgeois Lefort S.A.R.L. Café,3.1
Faivre Café,4.3
Guyon Laurent SARL Café,3.1
Barbier Ribeiro S.A.R.L. Café,4.1
Leblanc et Fils Café,3.5
Chauveau Café,3.8
Lemonnier Café,3.6
Huet Café,4.7
Coste Café,3.5
Bonneau Neveu SARL Café,4.9
Pinto Café,4.1
Moreau Café,4.3
Bousquet Café,3.2
Petitjean Samson S.A.R.L. Café,4.7
Richard Café,3.5
Samson SA Café,4.7
Huet Pages SARL Café,3.5
Lévêque Café,3.5
Bernier SA Café,4.5
Thomas et Fils Café,3.7
Lemonnier Café,3.4
François et Fils Café,4.1
Duval Café,4.8
Pichon Café,3.1
Mathieu Café,3.9
Hoareau Café,4.6
Guyon SARL Café,3.4
Roy Café,4.8
Prévost S.A.S. Café,4.1
Durand Café,3.8
Leleu et Fils Café,4.6
Maillot Pichon S.A.R.L. Café,3.0
Julien Café,4.5
Giraud et Fils Café,3.7
Toussaint Café,3.5
Coulon Café,4.2
Merle Imbert S.A. Café,3.6
Rolland Café,4.5
Cousin Café,3.9
Berthelot SA Café,3.6
Ferrand et Fils Café,4.1
Lenoir SARL Café,4.5
Lenoir Lemoine et Fils Café,4.6
Neveu Café,3.3
Diaz et Fils Café,3.5
Barre Café,4.0
Evrard Café,4.4
Faure SA Café,4.3
Allard Café,3.9
Hernandez Café,3.1
Humbert S.A.S. Café,3.7
Nguyen Café,4.8
Alves SA Café,3.0
Thierry S.A.S. Café,4.9
Guillet Diallo S.A. Café,3.8
Renault S.A. Café,3.3
Ramos Café,4.5
Gonzalez Café,3.9
Colin Café,4.7
Andre Café,4.4
Valette SA Café,3.3
Rousset Café,3.8
Fischer Martin S.A.R.L. Café,4.5
Antoine S.A. Café,4.1
Ruiz Café,3.2
Marchand Lesage et Fils Café,4.6
Maréchal Café,3.4
Fernandes SARL Café,4.1
Jean Café,3.8
Huet Café,5.0
Lesage Meyer S.A. Café,4.7
Boulay Café,5.0
Gallet Café,3.6
Besnard Café,3.2
Vallée Marty SARL Café,4.3
Hervé Café,3.3
Perrot S.A. Café,4.7
Seguin Café,3.1
Ledoux SARL Café,3.9
Samson S.A.S. Café,4.0
Fernandes Café,5.0
Chauvet Café,3.8
Jacob Café,3.2
Martin Café,3.4
Becker Martin S.A. Café,4.4
Nguyen Café,4.7
Mary Café,4.7
Marty et Fils Café,4.4
Bertin Hebert S.A.S. Café,3.1
Gros Café,3.9
Maurice Bodin et Fils Café,3.3
Marchand SARL Café,3.6
Duhamel Café,4.0
Vaillant Blanchet SARL Café,3.8
Gallet Ollivier SA Café,3.5
Schmitt Café,3.5
Paris Da Costa S.A.R.L. Café,3.7
Vincent S.A.S. Café,4.1
Ollivier S.A.R.L. Café,3.6
Menard Café,4.7
Ramos Café,4.0
Bègue Café,3.7
Moreau Café,3.3
Gonzalez Café,4.3
Klein Breton S.A.R.L. Café,4.7
Mathieu Café,4.3
Langlois S.A.S. Café,3.1
Fournier Café,3.0
Morvan et Fils Café,3.4
Joly Leclercq S.A.R.L. Café,4.2
Fernandes Café,4.3
Gonzalez Café,4.8
Charpentier Café,3.8
Didier Café,4.4
Turpin Café,4.7
Lombard Bonnin et Fils Café,3.7
Barre Roy SARL Café,3.0
Maréchal SARL Café,3.8
Besson Café,3.5
Sauvage Langlois S.A. Café,4.3
Guyot Café,4.9
Neveu Café,4.2
Louis Café,3.9
Dijoux Gauthier S.A.R.L. Café,3.0
Laurent Café,3.6
Dupont Blanchard S.A. Café,4.1
Rossi S.A.R.L. Café,4.8
Torres S.A. Café,3.7
Texier Café,4.6
Dupont S.A.S. Café,3.5
Imbert Café,3.2
Duval Café,3.8
Masse Café,4.6
Martinez Café,3.1
Ollivier Café,3.9
Thomas Café,4.5
Allain Lecomte S.A. Café,3.2
Laroche et Fils Café,4.9
Lebon Café,3.5
Joubert Café,4.5
Cordier Café,3.6
Roger Mary et Fils Café,4.0
Da Costa Café,4.6
Fischer S.A.R.L. Café,3.4
Dufour Café,4.2
Lenoir Legendre SARL Café,4.3
Rolland S.A. Café,4.7
Grégoire Delmas SARL Café,3.6
Blanchard Café,3.3
Laroche Berthelot et Fils Café,4.1
Morel Léger et Fils Café,4.8
Hernandez SA Café,3.5
Girard Bertrand SA Café,4.7
Germain SARL Café,4.5
Pelletier Bouvier et Fils Café,4.4
Rémy S.A.S. Café,3.9
Parent et Fils Café,3.2
Nguyen SA Café,4.7
Lesage Café,3.4
Chrétien SA Café,4.1
Deschamps Café,3.8
Le Roux Café,4.2
Texier Café,4.9
Bouvet Café,3.7
Potier Café,3.6
Lemaître Poulain S.A.R.L. Café,4.0
Legros Olivier SA Café,3.3
Monnier Café,3.1
Thibault Pierre SA Café,3.2
Blanchard Roger S.A.R.L. Café,4.4
Reynaud Lombard SARL Café,3.6
Chauvet Café,4.6
Gallet Brunel et Fils Café,3.0
Delannoy Café,4.0
Rossi S.A.R.L. Café,4.3
Alexandre S.A.R.L. Café,3.6
Weber Café,3.1
Gomes SA Café,3.9
Olivier Café,3.8
Bruneau S.A.S. Café,4.4
Turpin Café,4.1
Chevallier Poirier S.A.R.L. Café,4.4
Rémy et Fils Café,4.1
Petit Godard S.A. Café,4.0
Ruiz et Fils Café,4.7
Chevallier S.A.R.L. Café,4.8
Pasquier Faivre SARL Café,3.1
Besson Café,3.8
Lagarde SA Café,4.1
Rocher Café,3.3
Leclercq Café,4.1
Besson SA Café,3.9
Jacquot Rémy S.A.R.L. Café,3.3
Rey Café,4.4
Pons Café,4.6
Gaillard S.A. Café,3.3
Raynaud Café,4.5
Perrier SARL Café,3.5
Marin Café,4.5
Bonnin Café,3.4
Potier Café,3.6
Bouchet Café,3.3
Gosselin Café,3.9
Raynaud Café,4.7
Munoz Laroche SARL Café,4.9
Laporte Thomas S.A.S. Café,3.3
Godard Café,3.8
Faure Café,3.2
Garcia Olivier SARL Café,3.4
Charrier Laine et Fils Café,4.6
Philippe S.A. Café,4.5
Grégoire Café,3.1
Perret Café,3.7
Riou Café,4.0
Charrier Café,4.2
Albert Samson S.A.S. Café,3.9
Cohen Café,4.8
Voisin Morin S.A. Café,3.9
Roche Café,4.0
Leblanc David et Fils Café,3.7
Benard Vallée SARL Café,3.2
Lejeune Café,4.5
Chevallier Café,4.6
Grenier Chauvin et Fils Café,4.0
Brunel Wagner et Fils Café,3.4
Lejeune Pereira S.A.S. Café,3.2
Riou Café,4.0
Jacques Café,3.3
Muller Café,3.5
Cordier Café,3.1
Poulain Fontaine SARL Café,4.9
Ruiz Café,3.7
Jacquot Guyon SARL Café,3.8
Perez SA Café,4.0
Roy Café,3.7
Fernandes Rodriguez SARL Café,3.9
Jacques Café,3.3
Blanc Café,3.4
Pires Café,4.2
Duval Café,3.5
Lévy Weber S.A. Café,4.8
Poirier et Fils Café,4.8
Besson Café,4.0
Bousquet Café,3.5
Payet Café,3.9
Meyer Café,4.8
Raymond et Fils Café,3.6
Marty Dumont SA Café,4.3
Gonzalez Café,3.5
Bonnin Café,3.2
Colas S.A.R.L. Café,3.0
Charpentier Lecomte S.A.S. Café,3.8
Martel Café,4.6
Léger Lagarde S.A. Café,4.2
Millet Café,3.4
Lévêque Café,3.6
Hamel Café,3.4
Foucher Dupont S.A.S. Café,4.7
Gay Schneider SARL Café,3.6
Daniel S.A. Café,4.5
Collet S.A.S. Café,3.8
Girard Café,3.2
Grondin S.A.S. Café,4.1
Guillon Café,3.1
Chartier Café,3.2
Baudry Diaz SARL Café,4.6
Lelièvre S.A.S. Café,4.1
Daniel Café,3.0
Briand S.A. Café,3.4
Traore et Fils Café,3.9
Marchand Café,4.0
Meunier S.A. Café,3.6
Blin Martineau S.A.R.L. Café,4.3
Gomes Lebrun S.A.R.L. Café,4.9
Guérin Café,3.6
Maurice Café,4.1
Leroux Café,4.0
Rolland SA Café,4.3
Perrier S.A.S. Café,3.9
Lemoine Lévy SA Café,3.2
De Sousa SA Café,4.3
Teixeira Café,4.4
Rodrigues Café,3.7
Giraud SA Café,3.7
Marin Hardy S.A.S. Café,4.9
Meunier Café,4.8
Ferreira et Fils Café,4.1
Rolland Café,3.3
Rocher Laporte SARL Café,3.4
Mahe Martineau SARL Café,3.9
Gallet Peron SARL Café,3.3
Gaudin Café,3.3
Poirier Delattre S.A.S. Café,4.1
Vincent Café,4.9
Roux Lambert S.A.R.L. Café,3.3
Collet Perrier S.A.R.L. Café,4.7
Grondin Café,3.6
Olivier S.A. Café,3.5
Charrier Marty et Fils Café,4.4
Dias Café,3.0
Normand Café,3.2
Dos Santos Café,3.2
Guyot Café,4.8
Bouchet S.A.R.L. Café,4.6
Gomez Dumas S.A.R.L. Café,3.4
Germain Guérin SARL Café,3.5
Henry Allain SA Café,3.7
Paul S.A. Café,4.6
Fischer Lebrun S.A. Café,4.8
Lefort et Fils Café,3.5
Dufour Café,4.1
Menard Meunier S.A. Café,4.6
Raynaud Lombard et Fils Café,3.4
Bigot Café,3.9
Morin Traore S.A. Café,4.8
Guichard Café,3.2
Fischer Martineau S.A.R.L. Café,3.7
Henry Guillou S.A.S. Café,3.0
Rodrigues S.A. Café,4.7
Payet Garnier et Fils Café,3.5
Gimenez Café,4.2
Mendès Masson S.A.S. Café,4.3
Guillou Barbe S.A.S. Café,4.4
Chauvin Marty et Fils Café,4.4
Gilles Café,4.4
Foucher Café,4.4
Dos Santos Café,3.3
Antoine S.A.R.L. Café,3.4
Chartier Rémy S.A. Café,4.9
Marion Café,4.2
Alves Café,4.2
Leblanc SA Café,3.3
Fernandez Dupuis S.A. Café,3.2
Clerc Café,3.3
Pottier Café,4.5
Bègue Café,3.2
Toussaint Guillon S.A.S. Café,4.4
Bertrand Café,3.5
Bousquet Café,4.9
Godard Café,4.3
Tanguy Café,3.4
Philippe SARL Café,4.4
Gallet Loiseau SA Café,3.4
Faure SARL Café,3.5
Launay Martineau SARL Café,3.7
Collet Foucher et Fils Café,4.3
Rivière Marques S.A.S. Café,4.2
Julien Jacquet S.A.R.L. Café,3.6
Huet Café,4.8
Loiseau S.A. Café,3.7
Peron Perrin S.A. Café,4.1
Launay Café,4.3
Samson SARL Café,4.9
Boulay Café,3.1
Boyer Café,4.6
Vallée Delaunay SA Café,4.8
Legros Café,4.5
Da Costa Café,3.4
Auger S.A.R.L. Café,3.4
Baudry S.A. Café,3.2
Morin David SA Café,4.0
Costa Café,4.5
Maillard Café,4.3
Dupuy S.A. Café,4.5
Perrin Godard S.A. Café,4.1
Lelièvre Café,3.6
Jean Chartier et Fils Café,3.4
Richard Café,3.5
Mercier Café,4.5
Duhamel S.A.R.L. Café,4.4
Grégoire Café,4.6
Chauveau Café,3.2
Richard Martin SA Café,3.8
Mercier et Fils Café,3.5
Roussel Lagarde et Fils Café,3.7
Le Goff S.A.S. Café,4.8
Dufour Pierre S.A.R.L. Café,3.2
Lemaître Café,4.1
Delaunay Legrand SA Café,3.6
Lambert SARL Café,4.6
Aubry S.A.R.L. Café,4.6
Regnier Café,3.1
Martins S.A.S. Café,4.0
Guillaume S.A.S. Café,4.7
Thibault SARL Café,3.4
Carpentier Café,3.5
Ferreira Étienne S.A. Café,4.7
Simon S.A.S. Café,4.2
Berthelot Berthelot S.A.R.L. Café,4.3
Schmitt et Fils Café,4.1
Dubois Bourdon S.A.R.L. Café,3.6
Lebrun Café,3.3
Hebert Café,3.7
Roux Café,4.5
Pineau SARL Café,3.0
Bruneau Café,4.6
Picard Techer SARL Café,4.9
Gomes Pierre S.A.S. Café,5.0
Marin Café,3.2
Fleury Café,4.0
Valette S.A.R.L. Café,3.9
Blanchet Michel S.A. Café,4.6
De Oliveira S.A.S. Café,4.6
Verdier et Fils Café,3.6
Meyer Hervé S.A.R.L. Café,3.5
Lopes Café,3.3
Aubry SARL Café,4.7
Duhamel Café,3.9
Maréchal Moulin SARL Café,3.7
Marin Martins S.A.S. Café,3.6
Lemoine Café,3.7
Fernandez Café,4.2
Parent Rey S.A.R.L. Café,4.3
Meunier Café,4.4
Renaud Café,4.3
Vaillant Lagarde et Fils Café,4.4
Lambert S.A.R.L. Café,4.3
Antoine Café,4.4
Brun S.A.R.L. Café,5.0
Guillet et Fils Café,3.4
Marchand Bourgeois S.A.S. Café,3.6
Lemaître SARL Café,4.9
Mallet Café,3.1
Gonzalez Café,3.1
Berger Garcia S.A.R.L. Café,5.0
Weber Café,4.9
Grenier Café,3.3
Couturier Carpentier et Fils Café,3.2
Gaillard SARL Café,3.4
Lemaître Daniel SARL Café,3.7
Leroy Café,3.4
Lemoine Café,3.6
Ribeiro Café,4.0
Petitjean Café,4.8
Lévêque Café,4.3
Bruneau Café,4.1
Marion Café,4.0
Da Silva Letellier S.A.R.L. Café,4.7
Roussel et Fils Café,3.5
Thomas S.A.R.L. Café,3.4
Faivre S.A.R.L. Café,4.9
Robert et Fils Café,4.6
Gosselin et Fils Café,4.7
Boutin SA Café,4.1
Perrot S.A.S. Café,4.6
Joseph Café,3.3
